,DCIS_Pro mean value,DCIS_Pure mean value,FC(DCIS_Pro vs DCIS_Pure),ranksums p value,adjusted ranksums p value
PRR25,7.31816659255814,2.7601373499666666,2.6513776905509863,9.980189655184586e-13,1.611510200512821e-11
GLTPD2,3.320053581930233,2.708393014666667,1.2258389251306077,0.020294023062267175,0.028334385388153978
INCA1,4.115415831767442,3.5336872879,1.1646236626142297,0.036026461704200714,0.048622658689580635
SPDYE4,13.646029664069768,0.9706457421,14.058712743690064,8.834322846001701e-09,3.072781680126281e-08
SHISA6,3.041357297558139,2.396398152233333,1.2691368897625521,0.018547506269580374,0.02601253659628005
LRRC75A,56.8911698707907,7.3280031154,7.763529705825635,6.768835279525668e-09,2.39753151184499e-08
CCDC103,5.042011212232558,3.7158944122666666,1.35687687884462,0.00929077705036945,0.013660432358025386
BTBD17,17.76429880483721,12.694553007966666,1.3993638684000094,0.028791910516641386,0.03938818025582131
ZNF790,3.1495861679534882,3.4182368652666666,0.9214066467882939,0.2435984920822616,0.28000522717011145
BLOC1S3,27.235902628534884,3.330525413233333,8.177659452865063,6.290717234354962e-12,6.298559992061835e-11
ZNF808,12.99311323911628,2.2243242605666667,5.841375499724203,1.7598888710925436e-12,2.3998341630027813e-11
TMEM238,15.84603224932558,9.1458343369,1.732595591130795,4.190539682834471e-08,1.2712414516972403e-07
ZNF470,6.237636515279069,3.283728046533333,1.8995594114026004,1.6193093371964879e-09,6.582056786436124e-09
ZNF749,25.521138384813952,2.6336341145666666,9.690464686668578,2.740527081883383e-11,1.903400215860653e-10
ZNF324B,8.646208525209301,2.6614263952333332,3.2487122471975294,1.0605040655408916e-10,5.914558309973854e-10
C1QTNF12,2.3589234696976744,3.230317123866667,0.7302451676552609,0.005616934460614024,0.008511301185154856
HES5,5.693669425023256,2.154035159233333,2.6432574234534565,0.058117031745036137,0.07586686520639117
SMIM1,5.478085595534884,7.282806474366667,0.7521943106433119,0.40671864473196984,0.4475136861815062
RNF207,8.66661936444186,2.1222653847,4.083664289547351,1.6670199812220258e-05,3.3988586175129466e-05
CD164L2,16.34289436751163,6.675573952833333,2.4481631816205356,2.993647757749463e-07,7.819252162872143e-07
GBP7,1.9393017265348838,4.559498493466666,0.4253322441741611,0.3879628280505817,0.4294156965924725
C1orf146,3.4234174502325585,0.0124433723,275.1197479024684,1.5444702649913833e-07,4.2455542737350957e-07
LYSMD1,6.355117107209302,5.639905118200001,1.1268127697221906,0.6377117547051225,0.6721124233350922
FMO6P,2.6014197033255813,3.6170259665333333,0.7192151030695697,0.0003791625449921138,0.0006555224647671271
CAPN8,5.054675712860465,2.6248756233,1.9256819896501287,3.690599956400464e-08,1.1328679286806413e-07
OR14A2,8.942637213488371,5.2979553352,1.6879412240554088,3.515731840500314e-05,6.887476204158979e-05
LRRC75B,5.22452495283721,3.0867586931333335,1.6925602135532836,1.5444702649913833e-07,4.2455542737350957e-07
PCARE,10.360417075976745,2.3032767173,4.498120871955702,0.009598902823125819,0.014091750834912148
TMEM247,33.720320344697676,3.0598450373666664,11.02027061269669,5.3740096037222564e-12,5.605058957156385e-11
TSPYL6,2.0098079868604652,0.07774632893333333,25.850840990625482,0.0001378178292448065,0.00025152042296932214
SP5,4.072097562627907,2.620424803366667,1.5539837500378417,0.0020473420254337516,0.003261682184808271
RESP18,6.507024700906976,1.7403253706666666,3.7389702009655412,4.288514271178803e-06,9.456421858947594e-06
CDHR4,5.048181303255814,1.2104417835333334,4.170527960890402,7.851486159544629e-08,2.271200517696521e-07
MUSTN1,1.7991933953255814,0.0124433723,144.5904978126855,0.26220623468425097,0.29961097312018764
PRR23C,5.466291288348837,28.0743649809,0.19470756656714236,0.14496480650301444,0.17694728281173486
LEKR1,4.288334430302325,3.645634827166667,1.1762929184092623,0.006015782835765284,0.00907960734826335
SMIM20,4.396818736232558,2.5918880909333333,1.6963767654988813,3.875591804099386e-05,7.550773153569017e-05
PROB1,9.200676117930232,2.913770507266667,3.157652977468411,2.055213287651853e-10,1.059118526047944e-09
BNIP5,2.3840335166744184,2.301638446466667,1.0357984419030883,0.36974376758768146,0.4108593176245581
SAMD5,3.617160582511628,2.3824972816999996,1.5182223334713107,0.00022538422151775113,0.00039994625376664315
NUPR2,7.297552065906976,0.0124433723,586.4609600973665,1.0166077897122924e-06,2.44752575942251e-06
LAMTOR4,18.471864626255815,4.5816935149999996,4.031667453482169,8.607179841794849e-12,7.470816678381547e-11
FAM180A,20.337624666581394,8.372994088833334,2.428954857821376,0.036026461704200714,0.048622658689580635
NUGGC,0.6150999441162791,2.859886814433333,0.21507842233894733,0.002860259477323202,0.004480515282257956
XKR9,0.6071172323488372,0.0124433723,48.79040968249718,1.0,1.0
RBM12B,6.864078859418606,5.4842395785999996,1.2516008392855162,0.1784863657950686,0.2092925117703029
MROH5,5.727751928767442,3.0505257278333335,1.8776278057604305,9.439633270366919e-09,3.258809141912417e-08
MAFA,1.9840503105581395,0.7692502202666667,2.5792001851755764,0.10400751126822691,0.12978824128572738
SPATA31D3,8.508595689348837,2.336337739433333,3.641851751884363,4.5266103874975776e-07,1.1479399684697613e-06
SPATA31D1,4.032897685837209,21.1908703887,0.19031297968712726,0.005426596071724213,0.008233511927855201
C9orf153,7.28247620744186,2.3285861442666667,3.1274240059241203,2.1353125991172806e-09,8.449879395728885e-09
CFAP77,4.178354846697674,3.1647038222333337,1.320298859357084,0.3405834741900927,0.38123263150430053
AJM1,2.3430085146279067,2.2178495296666667,1.0564325862900406,0.6538091872994856,0.68727434479215
MAP3K15,3.5920834555581393,7.261959665866667,0.4946438180374344,0.37575683331244447,0.4169641131201069
PAGE2B,4.734411913046512,3.3801555542666666,1.4006491231063047,0.8576309442489339,0.8753572293173567
ZCCHC13,14.664049450534884,5.1423229629,2.8516391436964765,1.496026671521788e-08,4.970143910461782e-08
OR51B6,47.165974066906976,3.1436634713999996,15.003506099176091,5.3740096037222564e-12,5.605058957156385e-11
OR51Q1,2.367966522674419,0.47635002590000003,4.971064120759647,0.001898283955577361,0.0030321275911394277
BSX,2.679348927372093,0.6640284515333333,4.03499115314277,0.5904582686942216,0.6282548442929452
OR4K17,1.0234061373720929,0.0124433723,82.24507896240418,0.05520770799189097,0.0723350864029078
OR11H7,4.461491446069767,0.0124433723,358.5435956191528,1.0761089558488267e-06,2.5822215061011555e-06
KBTBD13,12.469459447976744,3.3447617825666667,3.7280560645512,5.625543614991973e-13,1.3025822461481415e-11
GDPGP1,5.321417389837209,3.5402045370333335,1.5031384017988179,0.07105609721451425,0.09167540267153741
C1QTNF8,3.609990368116279,2.3783926754666664,1.5178277352405485,0.0005312524596731817,0.0009030167407990509
NUDT19,2.6687177815813956,1.730177629633333,1.542453061392871,0.2302655033545815,0.265841061942011
ACP7,93.82394639574419,31.6568612677,2.963779182097066,1.227485655789441e-05,2.544518899835767e-05
PRAMEF12,8.183133512023256,3.2049722447333333,2.553261896564139,2.50292604717412e-07,6.62712971609056e-07
PRAMEF8,3.912134708744186,3.6428727877333333,1.0739147197007648,0.10641551145072833,0.13257628096233373
OR6K3,2.554676261930233,0.0124433723,205.3041732047375,0.00010968143767575471,0.00020291331928883863
SULT6B1,8.561065662534885,4.066920161033333,2.1050488634032267,0.00025709655457821886,0.00045400258376449964
DYTN,7.14198545588372,2.7328379104000002,2.6133951921203997,5.7447863793947935e-08,1.6991606001780413e-07
HSP90AB2P,2.895499296418605,1.7445669706,1.6597237854519111,9.985108269905064e-06,2.0963506754331503e-05
HELT,1.775882111744186,2.5444138523333333,0.6979533263095657,0.12180425892607713,0.15036090825604814
FAM221B,3.974517946232558,0.0124433723,319.40842485541947,8.087507596320702e-07,1.979584190122836e-06
OR13C6P,9.577000198511627,3.226747156666667,2.9680045363098655,2.209436918689637e-08,7.08868754043002e-08
CTSL3P,1.8757546493255812,3.9662941030333334,0.47292374206215465,0.020294023062267175,0.028334385388153978
ARL13A,4.942376183534884,2.4283513549999998,2.035280509699917,1.275405563609891e-06,3.022897405269234e-06
MUC21,4.3047621862558145,2.9473822114333337,1.460537479515552,0.003958338387425701,0.006099806650548251
SPRED3,6.091382994976744,0.0124433723,489.5283085740948,1.7438704950669877e-07,4.744111229136595e-07
TMEM200B,4.886033824255813,2.284615639666667,2.1386677651251227,1.367203261088463e-07,3.7958796508276666e-07
FAM102A,4.627700997139534,1.8924950878,2.4452908897740784,2.055213287651853e-10,1.059118526047944e-09
SHC4,11.838143037209303,0.0124433723,951.3613152287746,7.236166808340818e-09,2.54768503295968e-08
C10orf88B,1.6327602811395348,0.0124433723,131.21525594308022,0.0044018826695002905,0.006745839876860995
EEF1AKMT2,2.5109545539767444,0.0124433723,201.79051895576126,0.007620519237504231,0.011343430206328851
LINC02687,6.130454330255813,1.2702720731333335,4.826095495537461,9.479945924175887e-06,1.998266264083435e-05
FAM180B,5.929050951883721,3.4183523435666667,1.7344762493667996,0.00041281298819828484,0.0007105598857211087
PCNX3,64.37399194020931,2.9455019969333334,21.855015548192245,1.2701554752065182e-11,1.0078680393227386e-10
PLEKHD1,5.888479425093023,2.1025368074333333,2.8006546207775407,2.6242230485372457e-09,1.0176116771951672e-08
C14orf180,3.976130407209302,3.3738823608999997,1.1785029772492275,0.09932149868096558,0.12429646095077945
LOC400499,4.703364560116279,3.4196430833,1.3753963339289408,0.027982195203222635,0.03834234164924337
KNOP1,4.38594399,2.6981358223666665,1.6255460357636389,0.05379919332440968,0.07064732280010046
C17orf97,4.956816619651163,2.3537984422666667,2.1058798113902375,1.5060592604134434e-05,3.0896690312783996e-05
MED11,6.488077638488372,2.9657855919666667,2.1876421734809255,2.5390847563743353e-11,1.7788748529621662e-10
PRSS57,10.63133950744186,2.4009903536,4.427897634616244,1.6502745547588004e-10,8.749666237340006e-10
VMAC,4.527572140860466,2.8325703679,1.5983970573755242,0.00010968143767575471,0.00020291331928883863
C1orf226,4.226810949953488,6.044385316466667,0.6992954169282396,0.014974872482700024,0.021367269423370083
CLEC20A,1.776729467883721,0.7712986006666667,2.303555933263741,0.08028078878688477,0.10195626767366416
LINC02817,2.407375335348837,4.392591011333334,0.5480536041569913,0.16787443682531755,0.19765401477758646
EML6,4.029597487465116,3.293884561933333,1.2233572281294398,0.04019095341329714,0.053748795629579404
FSIP2,2.889787309232558,2.3925087156,1.2078481847903526,0.5982212688600543,0.6357168564339835
ASB18,115.16092568109303,15.908045270033334,7.239162557453026,1.4012952215639882e-08,4.683978923514763e-08
DTHD1,3.493481974023256,2.3144341403333333,1.5094324410199513,9.069630151729857e-07,2.2009142252742665e-06
CCSER1,3.0438239842093022,2.7250545689666668,1.1169772594181524,0.3238148512439789,0.36425291670710463
RAB44,5.415090035116279,2.8032480983666668,1.9317198639219344,0.05520770799189097,0.0723350864029078
LINC02538,4.533599776441861,2.8698235978333333,1.5797485879845192,0.006439970190447151,0.00968248153867702
LRRD1,3.910317667372093,2.1362461782666666,1.8304621008356323,1.3599845000786529e-05,2.802431260864303e-05
RAB19,4.722623693,2.5007632236666666,1.8884729463014094,1.6412447923864464e-07,4.485716332979542e-07
HACD4,3.7988358423255817,3.8242010530666666,0.99336718692634,0.21745976801529943,0.25204850741704926
TMEM215,0.5589287256046511,0.0124433723,44.917785318104734,0.8488369499883976,0.8671355037740484
ZNF658B,59.295167819697674,3.7765685927666666,15.700805205356744,4.770305427572316e-13,1.3025822461481415e-11
C9orf152,2.595774945116279,0.0124433723,208.60703051666138,7.299360134820619e-06,1.5595202505912605e-05
GOLGA7B,3.1454013282558138,2.5644471889333333,1.226541666301237,0.00929077705036945,0.013660432358025386
OR51H1,2.36158970327907,0.0124433723,189.7869521495447,0.0005095322818567239,0.0008678371569206106
MSLNL,6.686705833348837,2.6039817711666666,2.567877358969752,3.17696543987799e-07,8.254267946040907e-07
RNF223,6.139673913395349,3.0209205568666664,2.0323850951457954,5.9205912882352584e-09,2.1207113255206996e-08
LDLRAD2,4.554989065581395,3.376589845633333,1.3489909268879634,0.019114476511381942,0.02676588025026861
OR2T2,4.115650463581395,2.7236403735666666,1.51108439407948,0.024221627133732937,0.03350841418255946
SRRD,2.5817669015348836,1.4044573420333333,1.8382665135254839,0.002291145518204097,0.003626617164136547
XKRX,4.8236864688604655,3.5460624281,1.36029372484709,0.02642150068849485,0.03634415207840466
IGLON5,2.7548484610697677,0.37289655280000006,7.387701603525704,0.0006533951436864975,0.0010988820122905614
HAPLN4,3.443142786372093,0.0124433723,276.7049561293037,9.602799901536867e-07,2.3207019907752777e-06
CUEDC1,3.1654280117674416,3.0731221985,1.0300364929557622,0.10164300492847061,0.12698302048497898
C6orf201,4.5693418965813954,2.6330849834333336,1.7353567869364157,0.05242080583957619,0.06895001088751772
YY2,4.964883375209302,2.1424784601,2.317355094892094,4.06368651191286e-06,8.98924216950976e-06
DENND10,16.632966453906977,3.2501664946,5.11757366323906,6.107917705201362e-13,1.3106205846257285e-11
ANKHD1-EIF4EBP3,2.609827741953488,1.8152875466666667,1.4376938500711918,0.5011285766925606,0.541169211022773
DNAJB3,1.6399435350465117,0.0124433723,131.79253143832332,0.3405834741900927,0.38123263150430053
ACBD7,6.228929090325581,2.762247004833333,2.2550224796791545,1.8685920343852776e-11,1.383447154424306e-10
C10orf62,6.044627685581395,1.3519367473333332,4.471087643341522,0.00021565648041183352,0.00038371061504246357
COL5A1-AS1,172.07274932693025,75.92691992486667,2.2662943458947695,0.00043066543645758573,0.0007391208969639299
IDNK,3.6739408419534882,4.870601834066666,0.7543094194759836,0.12180425892607713,0.15036090825604814
DENND6B,10.638079034372092,2.6792666668,3.970518935719733,9.142610350319892e-11,5.230862067324005e-10
C8orf82,6.332967163953488,3.1064065584000002,2.038679433903647,2.6571646644694473e-07,6.993045121617678e-07
PIM3,0.5708481097209303,0.15897923313333334,3.590708663452723,0.6060302699222988,0.6424493461681504
RGS21,4.663301875883721,0.0124433723,374.76190243730963,2.3567818304444894e-08,7.525033260253706e-08
MXRA7,0.42256692230232556,1.4369291427333333,0.2940763811766785,0.0001258323014931637,0.00023061194913333955
LINC01555,8.259458236883722,2.573713338566667,3.2091601318286354,1.1427890421606923e-09,4.798518985781509e-09
TMEM41B,7.870254553511629,1.5255888401333333,5.158830706197212,0.0003791625449921138,0.0006555224647671271
SLC22A20P,4.700856917883721,3.375424666833333,1.3926712582490686,1.6670199812220258e-05,3.3988586175129466e-05
CARD17,3.259797986116279,3.6511120055666666,0.8928233319455084,0.032235646559736396,0.043808668583453655
IQSEC3,7.406145457093023,3.3759369481333334,2.1938044373690464,2.3573532617813064e-07,6.268883482314562e-07
ALG11,7.080366753906977,6.174586415366666,1.1466949002909894,0.06271899222591425,0.08145621775259389
MZT1,4.50587537755814,3.8179045651,1.1801959165629694,0.7197586491173396,0.7500373712273088
CCDC196,5.796903843697675,2.7725883006,2.0907914249090642,1.205323643559663e-06,2.867035616068106e-06
CCDC88C,3.6021490375813956,1.6568734447333333,2.1740640777552844,3.2487155426051397e-08,1.007768864903676e-07
GOLGA6L22,14.955549489790698,1.2495164758333333,11.969069459301426,1.9410946055037918e-08,6.301949486251566e-08
UNC13C,0.6819862505581396,29.48485557396667,0.023130052268605712,8.565022742597852e-07,2.085426552246699e-06
SMIM22,49.40061172553488,2.8784151556666666,17.162434553014734,6.107917705201362e-13,1.3106205846257285e-11
GPR179,5.551121334395349,2.3276799929000003,2.38483011037928,1.4012952215639882e-08,4.683978923514763e-08
HSBP1L1,4.134854388651163,1.1472856276666665,3.604032238301958,2.749772659378271e-05,5.464806070520062e-05
PLIN5,5.802257422674419,2.203494794333333,2.633206775707356,1.9930054290638748e-09,7.942353053561155e-09
ETV3L,14.248557132465116,3.5407701371333333,4.024140675791224,2.5390847563743353e-11,1.7788748529621662e-10
MAP1LC3C,3.5966542503488372,2.4314101085,1.4792462356618672,0.031343188965523565,0.04267181659751286
PIWIL3,4.010568448674419,2.3632438396666666,1.6970607862623712,0.006439970190447151,0.00968248153867702
CAPN14,1.3017330013953488,0.7938317861,1.6398096223768088,0.20921213682993356,0.24304286226783067
POTEKP,3.197500704930232,2.7801908506666666,1.1501011537260106,0.02642150068849485,0.03634415207840466
IQCF6,2.862697813348837,3.3771945053,0.8476555936758343,0.008991507608655394,0.013253614238840096
MTHFD2L,2.7039067729069766,0.16193216536666669,16.697774446382898,0.0001258323014931637,0.00023061194913333955
LOC441081,9.323363303069767,2.621407614533333,3.5566247886746627,3.7147251883325734e-11,2.451686489998561e-10
OOEP,3.402602684511628,2.2504186813333336,1.5119865084374637,2.49025432792091e-05,4.9723620504769906e-05
CALHM6,0.8608244835813953,0.8914683243666667,0.9656254294766536,0.022844852773261943,0.03169860948142257
LINC00602,2.740999952860465,0.0124433723,220.27790270813205,3.515731840500314e-05,6.887476204158979e-05
AARD,2.6034307161627908,1.379252456,1.8875664892510373,0.17489496973540808,0.2053337187960754
RAB1C,29.264820099767444,3.0464481754,9.606209728456962,1.2701554752065182e-11,1.0078680393227386e-10
ANKRD18B,4.455261802348837,4.862565029233334,0.9162369604445753,0.058117031745036137,0.07586686520639117
PGAM4,4.810079558325581,2.0716788696666666,2.3218268182170165,3.047469847478646e-08,9.525059894034547e-08
TSPAN11,4.056924983744186,1.4796288208,2.741853177441288,1.4312456642247438e-05,2.9421228061976786e-05
PRAMEF7,3.912134708744186,3.6428727877333333,1.0739147197007648,0.10641551145072833,0.13257628096233373
BECN2,20.471975835860466,2.7688535383666664,7.393665122474043,4.2272858531403495e-09,1.571355781560745e-08
GALNTL6,3.5210814846976746,3.957828445466667,0.8896498504705918,0.43255075530718534,0.47334279799428725
ZNF727,1.0656267822558139,0.0124433723,85.6381016789005,0.03408603217838349,0.04615892483226426
FOXB2,7.545748972674419,0.0124433723,606.4070728378366,0.005063289248718013,0.00770603736746341
LMOD2,3.2848269408372093,3.7832572272333334,0.8682536617367087,0.7450708645244708,0.7731408583324652
ARHGEF35,4.324661542604651,2.6516472574333334,1.6309339526520261,4.270234233656031e-05,8.280531728473424e-05
SULT1A4,23.039448578000002,16.590165408833332,1.3887413422492332,0.11912505203323925,0.14725608951516508
PALM2AKAP2,4.742518588162791,9.537415712266666,0.4972540498641725,2.2541439116962857e-05,4.521028121526502e-05
LCE6A,1.3660106658372093,0.0124433723,109.77817209866889,0.029621719346813433,0.04045447198720364
SPIN2B,1.3293545963023257,0.0124433723,106.83234128599734,0.00043066543645758573,0.0007391208969639299
CISD2,69.91055216744186,3.253118870666667,21.49031589279582,4.770305427572316e-13,1.3025822461481415e-11
EID3,5.083951215930233,2.6280132196,1.9345226949444498,0.004890010552278541,0.007453468286606558
GPX8,3.090736876906977,1.7384695710666667,1.77784928096878,0.0009042856592892043,0.0014962583902726053
PHOSPHO2,1.855067798511628,1.0268859432666668,1.806498385410165,0.19340140939217687,0.22565469535978183
CHAC2,13.461136154674419,2.6673425089666667,5.046647031426529,1.9410946055037918e-08,6.301949486251566e-08
SPANXN5,5.8980792595581395,2.3066546087333335,2.5569841437149474,3.943439894114488e-10,1.895211002969857e-09
PJVK,11.2965537332093,3.2370883921,3.4897266817854407,0.00929077705036945,0.013660432358025386
SPRN,6.688836591255813,2.505265425133333,2.6699113491736415,5.603406645589503e-06,1.2160771157026059e-05
ARGFX,12.504145254465117,3.107814660333333,4.023452689782976,9.142610350319892e-11,5.230862067324005e-10
ATXN7L3B,11.40516592767442,2.1870129944,5.21495114884006,2.0178340284785208e-11,1.4696959160168853e-10
RPL39P5,30.12007918334884,9.578971089733333,3.1443960840043985,1.496026671521788e-08,4.970143910461782e-08
ANKRD30BL,8.567460896348837,3.5589017500666666,2.4073327947837697,4.06837461085739e-05,7.90718738849483e-05
GDF5-AS1,0.652181102744186,0.0124433723,52.4119255633126,0.6060302699222988,0.6424493461681504
C1orf147,4.496412285441861,2.288224792266667,1.965022099506146,6.925054916815442e-06,1.4864174001362615e-05
HIGD1C,12.934839874232559,2.8007634240000003,4.618326476057464,3.0846422281159875e-12,3.6858696757104035e-11
MBOAT4,2.704557071883721,0.3841949740333333,7.03954308275014,1.50996177313734e-06,3.5397920873102887e-06
SPANXA2-OT1,3.3268520944186046,0.0124433723,267.3593632184906,0.002291145518204097,0.003626617164136547
IQANK1,3.6006586163953487,2.4971037089,1.4419339507454723,0.0010608164292658872,0.0017412863483399496
AKAIN1,3.451819855906977,3.9816642538,0.8669289110985807,1.5060592604134434e-05,3.0896690312783996e-05
UBTFL1,4.002002635372093,1.7431330373333334,2.295867584205969,3.4485834980794483e-09,1.304783922568666e-08
SCX,5.331559938627907,2.1390188832000003,2.492525886752259,4.2272858531403495e-09,1.571355781560745e-08
CPSF4L,1.5838721576976744,0.0124433723,127.28640753581523,0.0007387276774548609,0.0012359918454258468
ZC3H11B,14.91889219739535,4.203136837066666,3.5494662143350815,6.295488858473388e-11,3.792454184423428e-10
SMIM15,1.5667313207906977,0.6705372031000001,2.3365315355321816,0.5904582686942216,0.6282548442929452
TMEM72,2.474778751860465,0.0124433723,198.88328438589474,0.0004886422335448107,0.0008343992660765742
MAP1LC3B2,6.3707476224651165,2.579765681933333,2.4695063071351266,1.8599540589164063e-09,7.47262743154435e-09
KIAA0754,25.219810001418605,2.615261912433333,9.643320954402304,3.6912002983962775e-09,1.3866082066279863e-08
BTBD18,5.0072594358837215,1.3462272649333333,3.7194755791338743,9.439633270366919e-09,3.258809141912417e-08
ZNF862,1.9602481307674418,1.7348110089666666,1.129949095685677,0.37575683331244447,0.4169641131201069
CCER2,9.96915111288372,1.2947695463333333,7.69955637365385,0.0011036869435231942,0.0018079612529490522
CCDC168,4.802885208767441,4.1396068609666665,1.1602273766755447,0.019114476511381942,0.02676588025026861
KRTAP24-1,10.081641638488373,3.945567846666667,2.5551814162835,0.0002685656526085729,0.0004728329633268967
TMPPE,7.294242462023255,3.9591010522,1.8423986571320219,0.020294023062267175,0.028334385388153978
DRGX,0.872508449883721,0.0124433723,70.11832715828336,0.07282803631930694,0.09385043545277465
SYCE3,1.8698492579302324,0.0124433723,150.26869025933044,0.00014420630598794431,0.00026239494670522804
PPIAL4G,4.809216175093023,3.448263235866667,1.3946777975273403,0.06595129867709795,0.08551587920749809
SMIM10L2B,11.703229373093023,0.0124433723,940.519104543149,5.065606663174855e-08,1.5132359450545245e-07
SAGE2P,46.335955851906974,3.4242930641333333,13.531539206511901,5.625543614991973e-13,1.3025822461481415e-11
EVPLL,2.2420678728139536,0.0124433723,180.1816918082531,1.367203261088463e-07,3.7958796508276666e-07
PPIAL4D,2.9541872079534883,1.7016481895,1.736074017051389,0.008144677817354786,0.012070671990580484
LINGO3,9.51863100167442,0.2504753389666667,38.00226817116379,7.92704468305404e-05,0.00014940560130770949
TMEM200C,2.2745995455348837,50.80333729986667,0.04477264027182036,0.0044018826695002905,0.006745839876860995
RPL13AP3,2.3350149803255813,0.0124433723,187.6512993447589,0.0036856147454349276,0.005699685355284439
CCDC154,3.9896674759999997,18.316076878666667,0.21782325453366577,0.0045594523358404295,0.00697400593349931
MAGEB17,5.835615964255814,2.6104400365999996,2.2354912897583676,5.176108440229528e-09,1.8863682514798753e-08
S100A7L2,0.6484127392790697,1.0791317944666665,0.6008651979339847,0.5300908077965105,0.5698242787014409
SPATA31C2,11.211637611186045,13.718517362966669,0.8172630696559104,0.20119349692976218,0.2341732699962808
PABPC1L2B,7.610167431627907,3.4375969236333335,2.2138044688451775,0.7366012670131777,0.7657060244808284
RHPN2P1,6.252764547116279,0.0124433723,502.49758637506005,7.851486159544629e-08,2.271200517696521e-07
ARIH2OS,7.102606667069767,0.2570316547333334,27.63319823170659,3.576658366859237e-07,9.208069853198094e-07
FAM90A27P,3.944818755116279,0.0124433723,317.0216770831713,6.768835279525668e-09,2.39753151184499e-08
RNF225,6.669992747651163,5.3599711226333335,1.2444083363595102,0.7706614003414975,0.7968775704960975
MINDY4B,3.318731259604651,0.0124433723,266.7067399088148,9.602799901536867e-07,2.3207019907752777e-06
C6orf132,2.990236975906977,2.5094608030666667,1.1915854482575625,0.04357613958352766,0.05797613688247001
C13orf42,10.366973591186047,4.445489917200001,2.332020493641273,1.8526874666361299e-07,5.015996815720494e-07
RD3L,3.3384445639767444,3.0483303365000003,1.0951715186516973,0.9285293167695995,0.937561464040982
TEX22,2.882393704627907,0.44002098916666665,6.550582303100417,1.1659477804278513e-05,2.4251904555000793e-05
PPP1R3G,0.45158679746511626,0.34799737956666665,1.297672982559355,0.10164300492847061,0.12698302048497898
PNMA6E,4.318064116906977,0.0124433723,347.01719218888735,8.888980513289276e-08,2.550046129954523e-07
CASTOR1,5.023914546976744,0.0124433723,403.74220314671004,0.00041281298819828484,0.0007105598857211087
SKOR2,6.160836572023256,2.406636099266667,2.5599369069135722,7.377722479682427e-08,2.145134666872602e-07
ZBTB8A,1.935680404860465,1.1098601459000002,1.7440759648962765,0.14189756004310744,0.1734808804340819
PRB2,10.673853692744187,2.9526853688333334,3.6149648064133717,8.040246930869309e-10,3.4863918135304002e-09
AGAP7P,2.881341320395349,0.0124433723,231.55630571266832,3.515731840500314e-05,6.887476204158979e-05
ASAH2B,4.032622690186047,3.4086230208666666,1.1830650281651633,0.5982212688600543,0.6357168564339835
KIAA0895L,13.10883958904651,1.6414412552666666,7.986176506156393,4.4815714693318284e-05,8.678210539407915e-05
NCF1,3.396721919906977,2.835909110166667,1.1977541550008812,0.13299461187868455,0.16340806688596887
RRN3P2,3.927626217093023,2.8105588415,1.3974538298571406,0.0021258307368579375,0.0033807244620860104
AFDN-DT,4.296812835488372,3.6772403505333333,1.1684884385828025,0.05664682740975892,0.07408707803595709
RGPD3,3.9151098729767444,3.2569954527000005,1.2020618173510733,0.08626762183886422,0.10896098349799099
LGALS7B,7.708342691697674,5.785752549233334,1.33229733316526,0.022844852773261943,0.03169860948142257
GPR89A,2.4025559903023255,6.214972006366667,0.3865755127844708,2.039438057147046e-05,4.114196895029981e-05
PHLDB3,3.503405671651163,3.5226592959,0.9945343495832123,0.5674521845102127,0.606100579829297
H3C13,42.159398589744185,68.40063773840001,0.616359729729186,0.3520661116816002,0.39284656659228795
LGALS9C,5.542294438488373,2.151104330266667,2.576487974342606,1.584592507819092e-05,3.240758219650385e-05
FER1L6,4.403818780255814,1.5473565604666668,2.8460271489899314,8.607179841794849e-12,7.470816678381547e-11
BOLA2B,53.725948788837215,12.204145461333333,4.402270438275121,4.770305427572316e-13,1.3025822461481415e-11
PCP4L1,8.36935064116279,0.43947888023333337,19.043806238696234,0.0008686482192613393,0.001439789613046793
HSP90AB4P,3.338121053883721,7.669543775933334,0.4352437578306271,0.0018275539124753925,0.0029237413661629286
C1orf195,2.5821491106511627,3.4979002795666667,0.7381997496426769,0.0024681602962169247,0.00389147116759393
SSX2B,2.566654257395349,0.2711028766,9.467454899721817,0.6217833999499944,0.657231428362217
BHLHA9,3.569327128139535,0.0124433723,286.84564297248704,6.116676817048591e-08,1.8004315499873543e-07
MUC5B,2.733072755209302,20.4099115265,0.13390909370972584,0.00010002324054547618,0.000185901903469357
GXYLT2,4.834343422581395,2.2261221886666664,2.171643338893684,2.7490128187064886e-10,1.3739661513476027e-09
ANXA8L1,14.177380837046512,2.9068807789,4.8771800136954395,5.81468355311036e-12,5.93486664460943e-11
ZBTB8B,4.714407845767442,1.3183073254333335,3.5761068415650312,0.00010002324054547618,0.000185901903469357
FAM155A,9.345592112511628,3.1933497058,2.9265796024586552,3.098834734986152e-06,6.9639350841168915e-06
MAGEA9B,4.50943657444186,2.7502416580666664,1.6396510325612088,1.227485655789441e-05,2.544518899835767e-05
D2HGDH,20.72998252427907,4.349104152133333,4.766494845636324,5.0367639949093985e-06,1.0993560549037693e-05
NXF2B,7.143907220697675,1.4798539486666666,4.8274407262515755,1.2861168189554342e-07,3.589693898013713e-07
POTEF,10.461454902976744,6.524831029533333,1.6033296273305893,0.00041281298819828484,0.0007105598857211087
